Date,Vaccine,Dose,Cumul
2021-11-03,PF,완료,22680660 
2021-11-04,PF,완료,22734602 
2021-11-05,PF,완료,22804343 
2021-11-06,PF,완료,22832681 
2021-11-07,PF,완료,22834400 
2021-11-08,PF,완료,22904614 
2021-11-09,PF,완료,22941740 
2021-11-10,PF,완료,23002134 
2021-11-11,PF,완료,23059967 
2021-11-12,PF,완료,23127628 
2021-11-13,PF,완료,23173817 
2021-11-14,PF,완료,23176133 
2021-11-15,PF,완료,23240893 
2021-11-16,PF,완료,23273039 
2021-11-17,PF,완료,23328207 
2021-11-18,PF,완료,23379723 
2021-11-19,PF,완료,23441772 
2021-11-20,PF,완료,23474154 
2021-11-21,PF,완료,23476029 
2021-11-22,PF,완료,23556380 
2021-11-23,PF,완료,23593811 
2021-11-24,PF,완료,23649709 
2021-11-25,PF,완료,23710489 
2021-11-26,PF,완료,23786850 
2021-11-27,PF,완료,23828206 
2021-11-28,PF,완료,23829847 
2021-11-29,PF,완료,23929671 
2021-11-30,PF,완료,23972399 
2021-12-01,PF,완료,24033383 
2021-12-02,PF,완료,24089374 
2021-12-03,PF,완료,24171230 
2021-12-04,PF,완료,24220845 
2021-12-05,PF,완료,24222651 
2021-12-06,PF,완료,24282357 
2021-12-07,PF,완료,24318609 
2021-12-08,PF,완료,24365148 
2021-12-09,PF,완료,24414620 
2021-12-10,PF,완료,24480898 
2021-12-11,PF,완료,24511960 
2021-12-12,PF,완료,24513275 
2021-12-13,PF,완료,24568960 
2021-12-14,PF,완료,24606198 
2021-12-15,PF,완료,24658483 
2021-12-16,PF,완료,24714559 
2021-12-17,PF,완료,24786170 
2021-12-18,PF,완료,24822806 
2021-12-19,PF,완료,24824355 
2021-12-20,PF,완료,24871396 
2021-12-21,PF,완료,24904444 
2021-12-22,PF,완료,24939117 
2021-12-23,PF,완료,24969597 
2021-12-24,PF,완료,25006911 
2021-12-25,PF,완료,25011367 
2021-12-26,PF,완료,25012999 
2021-12-27,PF,완료,25072825 
2021-12-28,PF,완료,25112412 
2021-12-29,PF,완료,25155890 
2021-12-30,PF,완료,25198774 
2021-12-31,PF,완료,25251427 
2022-01-01,PF,완료,25255787 
2022-01-02,PF,완료,25257974 
2022-01-03,PF,완료,25330453 
2022-01-04,PF,완료,25380413 
2022-01-05,PF,완료,25452058 
2022-01-06,PF,완료,25533322 
2022-01-07,PF,완료,25635294 
2022-01-08,PF,완료,25702979 
2022-01-09,PF,완료,25707493 
2022-01-10,PF,완료,25810870 
2022-01-11,PF,완료,25879268 
2022-01-12,PF,완료,25956387 
2022-01-13,PF,완료,26029325 
2022-01-14,PF,완료,26114679 
2022-01-15,PF,완료,26140987 
2022-01-16,PF,완료,26144205 
2022-01-17,PF,완료,26211249 
2022-01-18,PF,완료,26254985 
2022-01-19,PF,완료,26298016 
2022-01-20,PF,완료,26340846 
2022-01-21,PF,완료,26397192 
2022-01-22,PF,완료,26414210 
2022-01-23,PF,완료,26416088 
2022-01-24,PF,완료,26455096 
2022-01-25,PF,완료,26482901 
2022-01-26,PF,완료,26506314 
2022-01-27,PF,완료,26530041 
2022-01-28,PF,완료,26565198 
2022-01-29,PF,완료,26586755 
2022-01-30,PF,완료,26588036 
2022-01-31,PF,완료,26588896 
2022-02-01,PF,완료,26589050 
2022-02-02,PF,완료,26589813 
2022-02-03,PF,완료,26639770 
2022-02-04,PF,완료,26673397 
2022-02-05,PF,완료,26690560 
2022-02-06,PF,완료,26691446 
2022-02-07,PF,완료,26712547 
2022-02-08,PF,완료,26727737 
2022-02-09,PF,완료,26739929 
2022-02-10,PF,완료,26753074 
2022-02-11,PF,완료,26771753 
2022-02-12,PF,완료,26783409 
2022-02-13,PF,완료,26783980 
2022-02-14,PF,완료,26796831 
2022-02-15,PF,완료,26806863 
2022-02-16,PF,완료,26815843 
2022-02-17,PF,완료,26825044 
2021-10-31,JA,1차,1496376 
2021-11-01,JA,1차,1496965 
2021-11-02,JA,1차,1497425 
2021-11-03,JA,1차,1498091 
2021-11-04,JA,1차,1498855 
2021-11-05,JA,1차,1499509 
2021-11-06,JA,1차,1499696 
2021-11-07,JA,1차,1499803 
2021-11-08,JA,1차,1500479 
2021-11-09,JA,1차,1500913 
2021-11-10,JA,1차,1501444 
2021-11-11,JA,1차,1501894 
2021-11-12,JA,1차,1502420 
2021-11-13,JA,1차,1502558 
2021-11-14,JA,1차,1502607 
2021-11-15,JA,1차,1502951 
2021-11-16,JA,1차,1503393 
2021-11-17,JA,1차,1503857 
2021-11-18,JA,1차,1504203 
2021-11-19,JA,1차,1504616 
2021-11-20,JA,1차,1504715 
2021-11-21,JA,1차,1504768 
2021-11-22,JA,1차,1505060 
2021-11-23,JA,1차,1505372 
2021-11-24,JA,1차,1505694 
2021-11-25,JA,1차,1505978 
2021-11-26,JA,1차,1506294 
2021-11-27,JA,1차,1506365 
2021-11-28,JA,1차,1506406 
2021-11-29,JA,1차,1506611 
2021-11-30,JA,1차,1506918 
2021-12-01,JA,1차,1507116 
2021-12-02,JA,1차,1507290 
2021-12-03,JA,1차,1507599 
2021-12-04,JA,1차,1507658 
2021-12-05,JA,1차,1507692 
2021-12-06,JA,1차,1507958 
2021-12-07,JA,1차,1508201 
2021-12-08,JA,1차,1508530 
2021-12-09,JA,1차,1508874 
2021-12-10,JA,1차,1509268 
2021-12-11,JA,1차,1509334 
2021-12-12,JA,1차,1509334 
2021-12-13,JA,1차,1509692 
2021-12-14,JA,1차,1509953 
2021-12-15,JA,1차,1510300 
2021-12-16,JA,1차,1510648 
2021-12-17,JA,1차,1511072 
2021-12-18,JA,1차,1511155 
2021-12-19,JA,1차,1511158 
2021-12-20,JA,1차,1511457 
2021-12-21,JA,1차,1511721 
2021-12-22,JA,1차,1511857 
2021-12-23,JA,1차,1511955 
2021-12-24,JA,1차,1512043 
2021-12-25,JA,1차,1512045 
2021-12-26,JA,1차,1512045 
2021-12-27,JA,1차,1512138 
2021-12-28,JA,1차,1512218 
2021-12-29,JA,1차,1512309 
2021-12-30,JA,1차,1512417 
2021-12-31,JA,1차,1512540 
2022-01-01,JA,1차,1512547 
2022-01-02,JA,1차,1512547 
2022-01-03,JA,1차,1512683 
2022-01-04,JA,1차,1512783 
2022-01-05,JA,1차,1512834 
2022-01-06,JA,1차,1512946 
2022-01-07,JA,1차,1513031 
2022-01-08,JA,1차,1513047 
2022-01-09,JA,1차,1513047 
2022-01-10,JA,1차,1513130 
2022-01-11,JA,1차,1513186 
2022-01-12,JA,1차,1513253 
2022-01-13,JA,1차,1513375 
2022-01-14,JA,1차,1513479 
2022-01-15,JA,1차,1513497 
2022-01-16,JA,1차,1513497 
2022-01-17,JA,1차,1513560 
2022-01-18,JA,1차,1513621 
2022-01-19,JA,1차,1513687 
2022-01-20,JA,1차,1513775 
2022-01-21,JA,1차,1513832 
2022-01-22,JA,1차,1513844 
2022-01-23,JA,1차,1513844 
2022-01-24,JA,1차,1513882 
2022-01-25,JA,1차,1513929 
2022-01-26,JA,1차,1513983 
2022-01-27,JA,1차,1514043 
2022-01-28,JA,1차,1514105 
2022-01-29,JA,1차,1514118 
2022-01-30,JA,1차,1514118 
2022-01-31,JA,1차,1514120 
2022-02-01,JA,1차,1514120 
2022-02-02,JA,1차,1514120 
2022-02-03,JA,1차,1514156 
2022-02-04,JA,1차,1514192 
2022-02-05,JA,1차,1514201 
2022-02-06,JA,1차,1514201 
2022-02-07,JA,1차,1514234 
2022-02-08,JA,1차,1514257 
2022-02-09,JA,1차,1514290 
2022-02-10,JA,1차,1514333 
2022-02-11,JA,1차,1514358 
2022-02-12,JA,1차,1514363 
2022-02-13,JA,1차,1514363 
2022-02-14,JA,1차,1514379 
2022-02-15,JA,1차,1514394 
2022-02-16,JA,1차,1514418 
2022-02-17,JA,1차,1514427 
2021-10-31,MD,1차,6583152 
2021-11-01,MD,1차,6593858 
2021-11-02,MD,1차,6601880 
2021-11-03,MD,1차,6608461 
2021-11-04,MD,1차,6614683 
2021-11-05,MD,1차,6623159 
2021-11-06,MD,1차,6626711 
2021-11-07,MD,1차,6626963 
2021-11-08,MD,1차,6636688 
2021-11-09,MD,1차,6644104 
2021-11-10,MD,1차,6649984 
2021-11-11,MD,1차,6656128 
2021-11-12,MD,1차,6663308 
2021-11-13,MD,1차,6666500 
2021-11-14,MD,1차,6667001 
2021-11-15,MD,1차,6674049 
2021-11-16,MD,1차,6679394 
2021-11-17,MD,1차,6683670 
2021-11-18,MD,1차,6686602 
2021-11-19,MD,1차,6690402 
2021-11-20,MD,1차,6691980 
2021-11-21,MD,1차,6692085 
2021-11-22,MD,1차,6695944 
2021-11-23,MD,1차,6698749 
2021-11-24,MD,1차,6701321 
2021-11-25,MD,1차,6703726 
2021-11-26,MD,1차,6707059 
2021-11-27,MD,1차,6708458 
2021-11-28,MD,1차,6708532 
2021-11-29,MD,1차,6711570 
2021-11-30,MD,1차,6714251 
2021-12-01,MD,1차,6716088 
2021-12-02,MD,1차,6717970 
2021-12-03,MD,1차,6721635 
2021-12-04,MD,1차,6723587 
2021-12-05,MD,1차,6723806 
2021-12-06,MD,1차,6729074 
2021-12-07,MD,1차,6733084 
2021-12-08,MD,1차,6736884 
2021-12-09,MD,1차,6740092 
2021-12-10,MD,1차,6744069 
2021-12-11,MD,1차,6745891 
2021-12-12,MD,1차,6746094 
2021-12-13,MD,1차,6752759 
2021-12-14,MD,1차,6757826 
2021-12-15,MD,1차,6761429 
2021-12-16,MD,1차,6765182 
2021-12-17,MD,1차,6769570 
2021-12-18,MD,1차,6771862 
2021-12-19,MD,1차,6772030 
2021-12-20,MD,1차,6776037 
2021-12-21,MD,1차,6778572 
2021-12-22,MD,1차,6780569 
2021-12-23,MD,1차,6782047 
2021-12-24,MD,1차,6783633 
2021-12-25,MD,1차,6783849 
2021-12-26,MD,1차,6783903 
2021-12-27,MD,1차,6785243 
2021-12-28,MD,1차,6786268 
2021-12-29,MD,1차,6787055 
2021-12-30,MD,1차,6787887 
2021-12-31,MD,1차,6789199 
2022-01-01,MD,1차,6789371 
2022-01-02,MD,1차,6789446 
2022-01-03,MD,1차,6791276 
2022-01-04,MD,1차,6792444 
2022-01-05,MD,1차,6793354 
2022-01-06,MD,1차,6794097 
2022-01-07,MD,1차,6795090 
2022-01-08,MD,1차,6795618 
2022-01-09,MD,1차,6795670 
2022-01-10,MD,1차,6796561 
2022-01-11,MD,1차,6797256 
2022-01-12,MD,1차,6797800 
2022-01-13,MD,1차,6798333 
2022-01-14,MD,1차,6798910 
2022-01-15,MD,1차,6799217 
2022-01-16,MD,1차,6799239 
2022-01-17,MD,1차,6799706 
2022-01-18,MD,1차,6800027 
2022-01-19,MD,1차,6800299 
2022-01-20,MD,1차,6800525 
2022-01-21,MD,1차,6800919 
2022-01-22,MD,1차,6801070 
2022-01-23,MD,1차,6801078 
2022-01-24,MD,1차,6801345 
2022-01-25,MD,1차,6801606 
2022-01-26,MD,1차,6801816 
2022-01-27,MD,1차,6802083 
2022-01-28,MD,1차,6802476 
2022-01-29,MD,1차,6802657 
2022-01-30,MD,1차,6802670 
2022-01-31,MD,1차,6802695 
2022-02-01,MD,1차,6802701 
2022-02-02,MD,1차,6802715 
2022-02-03,MD,1차,6803038 
2022-02-04,MD,1차,6803392 
2022-02-05,MD,1차,6803567 
2022-02-06,MD,1차,6803579 
2022-02-07,MD,1차,6803888 
2022-02-08,MD,1차,6804077 
2022-02-09,MD,1차,6804272 
2022-02-10,MD,1차,6804445 
2022-02-11,MD,1차,6804640 
2022-02-12,MD,1차,6804754 
2022-02-13,MD,1차,6804763 
2022-02-14,MD,1차,6804943 
2022-02-15,MD,1차,6805052 
2022-02-16,MD,1차,6805189 
2022-02-17,MD,1차,6805252 
2021-10-31,MD,완료,5493165 
2021-11-01,MD,완료,5559424 
2021-11-02,MD,완료,5609070 
2021-11-03,MD,완료,5649225 
2021-11-04,MD,완료,5717885 
2021-11-05,MD,완료,5808241 
2021-11-06,MD,완료,5842509 
2021-11-07,MD,완료,5845102 
2021-11-08,MD,완료,5937537 
2021-11-09,MD,완료,6025453 
2021-11-10,MD,완료,6071312 
2021-11-11,MD,완료,6121243 
2021-11-12,MD,완료,6201684 
2021-11-13,MD,완료,6256561 
2021-11-14,MD,완료,6257575 
2021-11-15,MD,완료,6281007 
2021-11-16,MD,완료,6295616 
2021-11-17,MD,완료,6306280 
2021-11-18,MD,완료,6314489 
2021-11-19,MD,완료,6328928 
2021-11-20,MD,완료,6335454 
2021-11-21,MD,완료,6335719 
2021-11-22,MD,완료,6342983 
2021-11-23,MD,완료,6349121 
2021-11-24,MD,완료,6354238 
2021-11-25,MD,완료,6360236 
2021-11-26,MD,완료,6370703 
2021-11-27,MD,완료,6375239 
2021-11-28,MD,완료,6375435 
2021-11-29,MD,완료,6381466 
2021-11-30,MD,완료,6387113 
2021-12-01,MD,완료,6391554 
2021-12-02,MD,완료,6396261 
2021-12-03,MD,완료,6405228 
2021-12-04,MD,완료,6408877 
2021-12-05,MD,완료,6409064 
2021-12-06,MD,완료,6415632 
2021-12-07,MD,완료,6421626 
2021-12-08,MD,완료,6426931 
2021-12-09,MD,완료,6432600 
2021-12-10,MD,완료,6441698 
2021-12-11,MD,완료,6445312 
2021-12-12,MD,완료,6445508 
2021-12-13,MD,완료,6452837 
2021-12-14,MD,완료,6459561 
2021-12-15,MD,완료,6465182 
2021-12-16,MD,완료,6470970 
2021-12-17,MD,완료,6479699 
2021-12-18,MD,완료,6483753 
2021-12-19,MD,완료,6484032 
2021-12-20,MD,완료,6490289 
2021-12-21,MD,완료,6495205 
2021-12-22,MD,완료,6499541 
2021-12-23,MD,완료,6503487 
2021-12-24,MD,완료,6509630 
2021-12-25,MD,완료,6510231 
2021-12-26,MD,완료,6510355 
2021-12-27,MD,완료,6515307 
2021-12-28,MD,완료,6519441 
2021-12-29,MD,완료,6522502 
2021-12-30,MD,완료,6525798 
2021-12-31,MD,완료,6531536 
2022-01-01,MD,완료,6532123 
2022-01-02,MD,완료,6532376 
2022-01-03,MD,완료,6539291 
2022-01-04,MD,완료,6544550 
2022-01-05,MD,완료,6548795 
2022-01-06,MD,완료,6552824 
2022-01-07,MD,완료,6558342 
2022-01-08,MD,완료,6561413 
2022-01-09,MD,완료,6561629 
2022-01-10,MD,완료,6567892 
2022-01-11,MD,완료,6572878 
2022-01-12,MD,완료,6576701 
2022-01-13,MD,완료,6580769 
2022-01-14,MD,완료,6586426 
2022-01-15,MD,완료,6589433 
2022-01-16,MD,완료,6589636 
2022-01-17,MD,완료,6593819 
2022-01-18,MD,완료,6596613 
2022-01-19,MD,완료,6598740 
2022-01-20,MD,완료,6600557 
2022-01-21,MD,완료,6603153 
2022-01-22,MD,완료,6604107 
2022-01-23,MD,완료,6604169 
2022-01-24,MD,완료,6605834 
2022-01-25,MD,완료,6607360 
2022-01-26,MD,완료,6608567 
2022-01-27,MD,완료,6609948 
2022-01-28,MD,완료,6611895 
2022-01-29,MD,완료,6612808 
2022-01-30,MD,완료,6612907 
2022-01-31,MD,완료,6613007 
2022-02-01,MD,완료,6613021 
2022-02-02,MD,완료,6613084 
2022-02-03,MD,완료,6615828 
2022-02-04,MD,완료,6617797 
2022-02-05,MD,완료,6618673 
2022-02-06,MD,완료,6618720 
2022-02-07,MD,완료,6619987 
2022-02-08,MD,완료,6620900 
2022-02-09,MD,완료,6621618 
2022-02-10,MD,완료,6622337 
2022-02-11,MD,완료,6623313 
2022-02-12,MD,완료,6623854 
2022-02-13,MD,완료,6623872 
2022-02-14,MD,완료,6624541 
2022-02-15,MD,완료,6625014 
2022-02-16,MD,완료,6625433 
2022-02-17,MD,완료,6625789 
